Code	NAME	FatherAccountKey	ActiveAccount	AcctCurrency	AccountType	LockManualTransaction	CashAccount	CfwRlvnt	BudgetAccount	RateExch	DistributionRuleRelevant	DistributionRule2Relevant	DistributionRule3Relevant	DistributionRule4Relevant	DistributionRule5Relevant	U_SYP_CBALC	U_CTA_PAT	U_SYP_CLCB
AcctCode	ACCTNAME	FatherNum	Postable	ActCurr	ActType	LocManTran	Finanse	CfwRlvnt	Budget	ExchRate	Dim1Relvnt	Dim2Relvnt	Dim3Relvnt	Dim4Relvnt	Dim5Relvnt	U_SYP_CBALC	U_CTA_PAT	U_SYP_CLCB
2441	MATERIAS PRIMAS PARA PRODUCTOS INMUEBLES	244	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
24411001	MATERIAS PRIMAS PARA PRODUCTOS INMUEBLES	2441	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
25	MATERIALES AUXILIARES, SUMINISTROS Y REPUESTOS	100000000000000	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
251	MATERIALES AUXILIARES	25	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2511	MATERIALES AUXILIARES	251	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
25111001	MATERIALES AUXILIARES	2511	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
252	SUMINISTROS	25	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2521	COMBUSTIBLES	252	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
25211001	COMBUSTIBLES	2521	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2522	LUBRICANTES	252	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
25221001	LUBRICANTES	2522	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2523	ENERGÍA	252	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
25231001	ENERGÍA	2523	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2524	OTROS SUMINISTROS	252	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
25241001	OTROS SUMINISTROS	2524	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
253	REPUESTOS	25	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2531	REPUESTOS	253	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
25311001	REPUESTOS	2531	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
26	ENVASES Y EMBALAJES	100000000000000	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
261	ENVASES	26	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2611	ENVASES	261	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
26111001	ENVASES	2611	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
262	EMBALAJES	26	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2621	EMBALAJES	262	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
26211001	EMBALAJES	2621	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27	ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA	100000000000000	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
271	INVERSIONES INMOBILIARIAS	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2711	TERRENOS	271	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27111001	VALOR RAZONABLE	2711	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27112001	COSTO	2711	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27113001	REVALUACION	2711	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2712	EDIFICACIONES	271	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27121001	VALOR RAZONABLE	2712	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27122001	COSTO	2712	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27123001	REVALUACION	2712	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27124001	COSTO DE FINANCIACIÓN	2712	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
272	INMUEBLES, MAQUINARIA Y EQUIPO	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2721	TERRENOS	272	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27211001	VALOR RAZONABLE	2721	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27212001	COSTO	2721	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27213001	REVALUACION	2721	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2722	EDIFICACIONES	272	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27221001	COSTO DE ADQUISICION O CONSTRUCCION	2722	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27222001	REAVALUACION	2722	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27223001	COSTO DE FINANCIACION	2722	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2723	MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN	272	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27231001	COSTO DE ADQUISICION O CONSTRUCCION	2723	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27232001	REAVALUACION	2723	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27233001	COSTO DE FINANCIACION	2723	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2724	EQUIPO DE TRANSPORTE	272	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27241001	COSTO	2724	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27242001	REAVALUACION	2724	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2725	MUEBLES Y ENSERES	272	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27251001	COSTO	2725	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27252001	REAVALUACION	2725	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2726	EQUIPOS DIVERSOS	272	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27261001	COSTO	2726	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27262001	REAVALUACION	2726	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2727	HERRAMIENTAS Y UNIDADES DE REEMPLAZO	272	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27271001	COSTO	2727	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27272001	REAVALUACION	2727	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
273	INTANGIBLES	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2731	CONCESIONES, LICENCIAS Y DERECHOS	273	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27311001	COSTO	2731	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27312001	REAVALUACION	2731	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2732	PATENTES Y PROPIEDAD INDUSTRIAL	273	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27321001	COSTO	2732	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27322001	REAVALUACION	2732	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2733	PROGRAMAS DE COMPUTADORA (SOFTWARE)	273	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27331001	COSTO	2733	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27332001	REAVALUACION	2733	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2734	COSTO DE EXPLORACION Y DESARROLLO	273	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27341001	COSTO	2734	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27342001	REAVALUACION	2734	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2735	FÓRMULAS, DISEÑOS Y PROTOTIPOS	273	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27351001	COSTO	2735	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27352001	REAVALUACION	2735	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2736	RESERVAS DE RECURSOS EXTRAÍBLES	273	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27361001	COSTO	2736	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27362001	REAVALUACION	2736	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2739	OTROS ACTIVOS INTANGIBLES	273	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27391001	COSTO	2739	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27392001	REAVALUACION	2739	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
274	ACTIVOS BIOLÓGICOS	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2741	ACTIVOS BIOLÓGICOS EN PRODUCCIÓN	274	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27411001	VALOR RAZONABLE	2741	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27412001	COSTOS	2741	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27413001	COSTO DE FINANCIACION	2741	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2742	ACTIVOS BIOLÓGICOS EN DESARROLLO	274	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27421001	VALOR RAZONABLE	2742	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27422001	COSTOS	2742	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27423001	COSTO DE FINANCIACION	2742	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
275	DEPRECIAION ACUMULADA - INVERSION INMOBILIARIA	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2752	EDIFICACIONES	275	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27521001	VALOR RAZONABLE	2752	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27522001	COSTOS	2752	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27523001	COSTO DE FINANCIACION	2752	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
276	DEPRECIAION ACUMULADA - INMUEBLE MAQUINARIA Y EQUIPO	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2762	EDIFICACIONES	276	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27621001	COSTO DE ADQUISICION O CONSTRUCCION	2762	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27622001	REVALUACION	2762	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27623001	COSTO DE FINANCIACION	2762	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2763	MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN	276	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27631001	COSTO DE ADQUISICION O CONSTRUCCION	2763	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27632001	REVALUACION	2763	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27633001	COSTO DE FINANCIACION	2763	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2764	EQUIPOS E TRANSPORTE	276	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27641001	COSTO	2764	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27642001	REVALUACION	2764	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2765	MUEBLES Y ENSERES	276	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27651001	COSTO	2765	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27652001	REVALUACION	2765	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2766	EQUIPOS DIVERSOS	276	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27661001	COSTO	2766	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27662001	REVALUACION	2766	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2767	HERRAMIENTAS Y UNIDADES DE REEMPLAZO	276	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27671001	COSTO	2767	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27672001	REVALUACION	2767	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
277	AMORTIZACION ACUMULADA - INTANGIBLES	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2771	CONCESIONES, LICENCIAS Y DERECHOS	277	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27711001	COSTO	2771	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27712001	REVALUACION	2771	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2772	PATENTES Y PROPIEDAD INDUSTRIAL	277	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27721001	COSTO	2772	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27722001	REVALUACION	2772	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2773	PROGRAMAS DE COMPUTADORA (SOFTWARE)	277	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27731001	COSTO	2773	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27732001	REVALUACION	2773	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2774	COSTO DE EXPLORACION Y DESARROLLO	277	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27741001	COSTO	2774	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27742001	REVALUACION	2774	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2775	FORMULAS DISEÑOS Y PROTOTIPOS	277	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27751001	COSTO	2775	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27752001	REVALUACION	2775	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2776	RESERVAS DE RECURSOS EXTRAIBLES	277	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27761001	COSTO	2776	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27762001	REVALUACION	2776	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2779	OTROS ACTIVOS	277	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27791001	COSTO	2779	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27792001	REVALUACION	2779	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
278	DEPRECIACION ACUMULADA - ACTIVOS BIOLOGICOS	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2781	ACTIVOS BIOLOGICOS EN PRODUCCION	278	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27812001	COSTO	2781	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2782	ACTIVOS BIOLOGICOS EN DESARROLLO	278	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27822001	COSTO	2782	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
279	DESVALORIZACION ACUMULADA	27	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2791	INVERSION INMOBILIARIA	279	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27911001	TERRENOS	2791	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27912001	EDIFICACIONES	2791	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2793	INMUEBLES, MAQUINARIA Y EQUIPO	279	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27931001	TERRENOS	2793	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27932001	EDIFICACIONES	2793	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27933001	MAQUINARIA Y EQUIPOS DE EXPLOTACIÓN	2793	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27934001	EQUIPOS DE TRANSPORTE	2793	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27935001	MUEBLES Y ENSERES	2793	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27936001	EQUIPOS DIVERSOS	2793	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27937001	HERRAMIENTAS Y UNIDADES DE REEMPLAZO	2793	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2794	INTANGIBLES	279	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27941001	CONCESIONES LICENCIAS Y OTROS DERECHOS	2794	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27942001	PATENTES Y PROPIEDAD INDUSTRIAL	2794	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27943001	PROGRAMAS DE COMPUTADORA ( SOFTWARE)	2794	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27944001	COSTO DE EXPLORACION Y DESARROLLO	2794	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27945001	FORMULAS, DISEÑOS Y PROTOTIPOS	2794	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27946001	RESERVAS DE RECURSOS EXTRAIBLES	2794	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2795	ACTIVOS BIOLOGICOS	279	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
27951001	ACTIVOS BIOLOGICOS EN PRODUCCION	2795	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
27952001	ACTIVOS BIOLOGICOS EN DESARROLLO	2795	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
28	EXISTENCIAS POR RECIBIR	100000000000000	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
281	MERCADERÍAS	28	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2811	MERCADERÍAS	281	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
28111001	MERCADERÍAS - COSTO	2811	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
28112001	MERCADERÍAS - VALOR RAZONABLE	2811	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2812	MERCADERÍAS DE EXTRACCIÓN	281	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
28121001	MERCADERÍAS DE EXTRACCIÓN	2812	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2813	MERCADERÍAS AGROPECUARIA Y PISCÍCOLAS	281	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
28131001	DE ORIGEN ANIMAL	2813	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
28132001	DE ORIGEN VEGETAL	2813	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2814	MERCADERÍAS INMUEBLES	281	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
28141001	MERCADERÍAS INMUEBLES	2814	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2815	OTRAS MERCADERÍAS	281	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
28151001	OTRAS MERCADERÍAS	2815	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
284	MATERIAS PRIMAS	28	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2841	MATERIA PRIMAS	284	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
28411001	MATERIA PRIMAS	2841	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
285	MATERIALES AUXILIARES, SUMINISTROS Y REPUESTOS	28	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
2851	MATERIALES AUXILIARES	285	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
28511001	MATERIALES AUXILIARES	2851	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
28511002	EXISTENCIAS POR RECIBIR SUMINISTRO	2851	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
2852	SUMINISTROS	285	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
28521001	COMBUSTIBLES	2852	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
28522001	LUBRICANTES Y GRASAS	2852	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
28523001	ENERGÍA	2852	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
