Code	NAME	FatherAccountKey	ActiveAccount	AcctCurrency	AccountType	LockManualTransaction	CashAccount	CfwRlvnt	BudgetAccount	RateExch	DistributionRuleRelevant	DistributionRule2Relevant	DistributionRule3Relevant	DistributionRule4Relevant	DistributionRule5Relevant	U_SYP_CBALC	U_CTA_PAT	U_SYP_CLCB
AcctCode	ACCTNAME	FatherNum	Postable	ActCurr	ActType	LocManTran	Finanse	CfwRlvnt	Budget	ExchRate	Dim1Relvnt	Dim2Relvnt	Dim3Relvnt	Dim4Relvnt	Dim5Relvnt	U_SYP_CBALC	U_CTA_PAT	U_SYP_CLCB
39225001	FORMULAS, DISEÑOS Y PROTOTOTIPOS	3922	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
39229001	OTROS ACTIVOS INTANGIBLES	3922	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
3923	INTAGIBLES - COSTO DE FINANCIACION	392	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
39234001	COSTOS DE EXPLORACION Y DESARROLLO	3923	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
393	AGOTAMIENTO ACUMULADO	39	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
3931	AGOTAMIENTO DE RESERVAS DE RECURSOS EXTRAÍBLES	393	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
39311001	AGOTAMIENTO DE RESERV DE RECUR EXTRAÍBL	3931	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40	TRIBUTOS Y APORTES AL SISTEMA DE PENSIONES Y DE SALUD POR PAGAR	200000000000000	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
401	GOBIERNO CENTRAL	40	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4011	IMPUESTO GENERAL A LAS VENTAS	401	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40111001	IGV - CUENTA PROPIA	4011	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40112001	IGV - SERV PREST POR NO DOMICILIADOS	4011	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40113001	IGV - RÉGIMEN DE PERCEPCIONES	4011	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40114001	IGV - RÉGIMEN DE RETENCIONES	4011	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4012	IMPUESTO SELECTIVO AL CONSUMO	401	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40121001	IMPUESTO SELECTIVO AL CONSUMO	4012	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4015	DERECHOS ADUANEROS	401	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40151001	DERECHOS ARANCELARIOS	4015	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40152001	DERECHOS ADUANEROS POR VENTAS	4015	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4017	IMPUESTO A LA RENTA	401	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40171001	RENTA DE TERCERA CATEGORÍA	4017	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40172001	RENTA DE CUARTA CATEGORÍA	4017	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40173001	RENTA DE QUINTA CATEGORÍA	4017	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40174001	RENTA DE NO DOMICILIADOS	4017	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40175001	OTRAS RETENCIONES	4017	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4018	OTROS IMPUESTOS Y CONTARPRESTACIONE	401	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40181001	IMPUESTO A LAS TRANSACCIONES FINANCIERAS	4018	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40182001	IMPUESTO A LOS JUEGOS DE CASINO Y TRAGAMONEDAS	4018	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40183001	TASAS POR LA PRESTACION DE SERVICIOS PÚBLICOS	4018	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40184001	REGALÍAS	4018	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40185001	IMPUESTO A LOS DIVIDENDOS	4018	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40186001	IMPUESTO TEMPORAL A LAS ACTIVOS NETOS	4018	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40189001	OTROS IMPUESTOS	4018	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
402	CERTIFICADOS TRIBUTARIOS	40	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4021	CERTIFICADOS TRIBUTARIOS	402	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40211001	CERTIFICADOS TRIBUTARIOS	4021	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
403	INSTITUCIONES PÚBLICAS	40	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4031	ESSALUD	403	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40311001	ESSALUD - TRABAJADORES	4031	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40311002	ESSALUD VIDA	4031	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40311003	SCTR	4031	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4032	ONP	403	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40321001	ONP	4032	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4033	CONTRIBUCIÓN AL SENATI	403	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40331001	CONTRIBUCIÓN AL SENATI	4033	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4034	CONTRIBUCIÓN AL SENCICO	403	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40341001	CONTRIBUCIÓN AL SENCICO	4034	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4039	OTRAS INSTITUCIONES	403	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40391001	OTRAS INSTITUCIONES	4039	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
405	GOBIERNOS REGIONALES	40	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4051	GOBIERNOS REGIONALES	405	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40511001	GOBIERNOS REGIONALES	4051	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
406	GOBIERNOS LOCALES	40	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4061	IMPUESTOS	406	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40611001	IMPUESTO AL PATRIMONIO VEHICULAR	4061	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40612001	IMPUESTO A LAS APUESTAS	4061	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40613001	IMPUESTO A LOS JUEGOS	4061	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40614001	IMPUESTAS DE ALCABALA	4061	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40615001	IMPUESTO PREDIAL	4061	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40616001	IMPUESTO A LOS ESPECTACULOS PUBLICOS NO DEPORTIVOS	4061	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4062	CONTRIBUCIONES	406	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40621001	CONTRIBUCIONES	4062	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4063	TASAS	406	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40631001	LICENCIA DE APERTURA DE ESTABLECIMIENTOS	4063	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40632001	TRANSPORTE PUBLICO	4063	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40633001	ESTACIONAMIENTO DE VEHÍCULOS	4063	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40634001	SERVICIOS PÚBLICOS O ARBITRARIOS	4063	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40635001	SERVICIOS ADMINISTRATIVOS O DERECHOS	4063	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
407	ADMINISTRADORAS DE FONDOS DE PENSIONES	40	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4071	ADMINISTRACIÓN DE FONDO DE PENSIONES	407	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40711001	AFP INTEGRA	4071	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40712001	AFP PRIMA	4071	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40713001	AFP PROFUTURO	4071	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40714001	AFP HABITAT	4071	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
408	EMPRESAS PRESTADORAS DE SERVICIOS DE SALUD	40	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4081	CUENTA PROPIA	408	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40811001	SCTR PENSION	4081	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
40811002	SCTR SALUD	4081	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4082	CUENTA DE TERCEROS	408	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40821001	CUENTA DE TERCEROS	4082	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
409	OTROS COSTOS ADMINISTRATIVOS E INTERESES	40	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4091	OTROS COSTOS ADMINISTRATIVOS E INTERESES	409	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
40911001	OTROS COSTOS ADMINISTRATIVOS E INTERESES	4091	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41	REMUNERACIONES Y PARTICIPACIONES POR PAGAR	200000000000000	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
411	REMUNERACIONES POR PAGAR	41	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4111	SUELDOS Y SALARIOS POR PAGAR	411	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41111001	SUELDOS POR PAGAR	4111	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41111002	SALARIOS POR PAGAR	4111	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41111003	PRACTICANTES	4111	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41111004	CONVENIOS LABORALES	4111	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4112	COMISIONES POR PAGAR	411	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41121001	COMISIONES POR PAGAR	4112	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4113	REMUNERACIONES EN ESPECIE POR PAGAR	411	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41131001	REMUNERACIONES EN VALES	4113	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4114	GRATIFICACIONES POR PAGAR	411	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41141001	GRATIFICACIONES POR PAGAR - EMPLEADOS	4114	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41141002	GRATIFICACIONES POR PAGAR - OBREROS	4114	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4115	VACACIONES POR PAGAR	411	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41151001	VACACIONES POR PAGAR - EMPLEADOS	4115	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41151002	VACACIONES POR PAGAR - OBREROS	4115	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
413	PARTICIPACIÓN DE LOS TRABAJADORES POR PAGAR	41	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4131	PARTICIPACIONES DE LOS TRABAJADORES POR PAGAR	413	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41311001	REMUNERAC Y PARTICIP AL DIRECTORIO	4131	tYES	##	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41311002	PARTICIPACIONES DE LOS TRABAJADORES	4131	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
415	BENEFICIOS SOCIALES DE LOS TRABAJADORES POR PAGAR	41	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4151	COMPENSACIÓN POR TIEMPO DE SERVICIOS	415	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41511001	COMPENSAC POR TIEMPO DE SERV - EMPLEADOS	4151	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41511002	COMPENSAC POR TIEMPO DE SERV - OBREROS	4151	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4152	ADELANTO DE COMPENSACIÓN POR TIEMPO DE SERVICIOS	415	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41521001	ADEL COMPEN POR TIEMP DE SERV- EMPLEADOS	4152	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41521002	ADEL COMPEN POR TIEMP DE SERV- OBREROS	4152	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4153	PENSIONES Y JUBILACIONES	415	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41531001	PENSIONES Y JUBILACIONES - EMPLEADOS	4153	tYES	##	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41531002	PENSIONES Y JUBILACIONES - OBREROS	4153	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
419	OTRAS REMUNERACIONES Y PARTICIPACIONES POR PAGAR	41	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4191	OTRAS REMUNERAC Y PARTICIP POR PAGAR	419	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
41911001	OTRAS REMUN Y PARTIC X PAGAR - EMPLEADOS	4191	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
41911002	OTRAS REMUN Y PARTIC X PAGAR - OBREROS	4191	tYES	##	at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42	CUENTAS POR PAGAR COMERCIALES – TERCEROS	200000000000000	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
421	FACTURAS, BOLETAS Y OTROS COMPROBANTES POR PAGAR	42	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4211	NO EMITIDAS	421	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
42111001	CTAS POR PAGAR TERC NO EMITIDAS - M/N	4211	tYES	S/	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42111002	CTAS POR PAGAR TERC NO EMITIDAS - M/E	4211	tYES	US$	at_Other	  		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42111003	CTAS POR PAGAR TERC- NO EMITIDAS - CTA. DOTACIÓN	4211	tYES	##	at_Other	tNO	tNO	tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4212	EMITIDAS	421	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
42121001	CTAS POR PAGAR TERCE - EMITIDAS - M/N	4212	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42121002	CTAS POR PAGAR TERCE - EMITIDAS - M/E	4212	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42121009	CTAS POR PAGAR TERCEROS - EMITIDAS - DETRACCIONES	4212	tYES	S/	at_Other	tYES	tNO	tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
422	ANTICIPOS A PROVEEDORES	42	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4221	ANTICIPOS A PROVEEDORES	422	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
42211001	TERCEROS ANTICIPO A PROVEEDORES - M/N	4221	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42211002	TERCEROS ANTICIPO A PROVEEDORES - M/E	4221	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42211003	TERCEROS ANTICIPO A PROVEEDORES - NO ASOCIADA	4221	tYES	US$	at_Other	tNO		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
423	LETRAS POR PAGAR	42	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4231	LETRAS POR PAGAR	423	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
42311001	TERCEROS LETRAS POR PAGAR - M/N	4231	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42311002	TERCEROS LETRAS POR PAGAR - M/E	4231	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
424	HONORARIOS POR PAGAR	42	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4241	HONORARIOS POR PAGAR	424	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
42411001	TERCEROS HONORARIOS POR PAGAR M/N	4241	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
42411002	TERCEROS HONORARIOS POR PAGAR M/E	4241	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43	CUENTAS POR PAGAR COMERCIALES – RELACIONADAS	200000000000000	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
431	FACTURAS, BOLETAS Y OTROS COMPROBANTES POR PAGAR	43	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4311	NO EMITIDAS	431	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
43111001	MATRIZ CTAS POR PAGAR - NO EMITIDAS - M/N	4311	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43111002	MATRIZ CTAS POR PAGAR - NO EMITIDAS - M/E	4311	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43112001	SUBSIDIARIAS CTAS POR PAGAR - NO EMITIDAS - M/N	4311	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43112002	SUBSIDIARIAS CTAS POR PAGAR - NO EMITIDAS - M/E	4311	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43113001	ASOCIADAS CTAS POR PAGAR - NO EMITIDAS - M/N	4311	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43113002	ASOCIADAS CTAS POR PAGAR - NO EMITIDAS - M/E	4311	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43114001	SUCURSALES CTAS POR PAGAR - NO EMITIDAS - M/N	4311	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43114002	SUCURSALES CTAS POR PAGAR - NO EMITIDAS - M/E	4311	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43115001	OTROS CTAS POR PAGAR - NO EMITIDAS - M/N	4311	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43115002	OTROS CTAS POR PAGAR - NO EMITIDAS - M/E	4311	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
4312	EMITIDAS	431	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
43121001	MATRIZ CTAS POR PAGAR - EMITIDAS - M/N	4312	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43121002	MATRIZ CTAS POR PAGAR - EMITIDAS - M/E	4312	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43122001	SUBSIDIARIAS CTAS POR PAGAR - EMITIDAS - M/N	4312	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43122002	SUBSIDIARIAS CTAS POR PAGAR - EMITIDAS - M/E	4312	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43123001	ASOCIADAS CTAS POR PAGAR - EMITIDAS - M/N	4312	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43123002	ASOCIADAS CTAS POR PAGAR - EMITIDAS - M/E	4312	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43124001	SUCURSALES CTAS POR PAGAR - EMITIDAS - M/N	4312	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43124002	SUCURSALES CTAS POR PAGAR - EMITIDAS - M/E	4312	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43125001	OTROS CTAS POR PAGAR - EMITIDAS - M/N	4312	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43125002	OTROS CTAS POR PAGAR - EMITIDAS - M/E	4312	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
432	ANTICIPOS OTORGADOS	43	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
4321	ANTCIPOS OTORGADOS	432	tNO		at_Other			tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	NI	-	NN
43211001	MATRIZ ANTICIPOS OTORGADOS - M/N	4321	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43211002	MATRIZ ANTICIPOS OTORGADOS - M/E	4321	tYES	US$	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
43212001	SUBSIDIARIAS ANTICIPOS OTORGADOS - M/N	4321	tYES	S/	at_Other	tYES		tNO	tNO	tYES	tNO	tNO	tNO	tNO	tNO	B	-	NN
